interaction_id,duration_sec,outcome,escalated_flag,resolved_flag,friction_level,next_steps,ai_memo_text,timestamp,customer_id,rep_id,subreason,aht_sec,aht_min,profanity_count,repeat_7d_flag,repeat_30d_flag,fcr_7d_flag,fcr_30d_flag,trust_score,profanity,subreason_std,outcome_std
NW-20251014-0000840,357,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-14T00:58:28] Interaction NW-20251014-0000840 | Cust=C0000001 | Rep=REP00137 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Collected timestamps + locations for pattern documentation.; Guided device network refresh (restart/airplane mode).; Checked for known outages/maintenance impacting the customer area.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-14T00:58:28,C0000001,REP00137,Availability,357,5.95,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20260128-0016348,712,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-28T10:45:36] Interaction NW-20260128-0016348 | Cust=C0000450 | Rep=REP00171 | Reason=Coverage / Dropped Calls | Signals(tone=frustrated, friction=0.35). Customer reports dropped calls and inconsistent signal in primary location. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Guided device network refresh (restart/airplane mode).; Checked for known outages/maintenance impacting the customer area.; Created trouble ticket with documented reproduction details.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-28T10:45:36,C0000450,REP00171,Speed,712,11.87,0,0,1,1,0,61,0,Coverage / Dropped Calls,Pending-Monitor
NW-20260204-0010455,275,Resolved,0,1,0.4074,Issue resolved during call; customer advised to monitor and call back if symptoms recur.,"[2026-02-04T13:44:24] Interaction NW-20260204-0010455 | Cust=C0000450 | Rep=REP00105 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.407). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Reviewed bill line items and service charges.; Applied billing correction workflow where eligible.; Checked promo eligibility and effective dates.. Next: Issue resolved during call; customer advised to monitor and call back if symptoms recur.",2026-02-04T13:44:24,C0000450,REP00105,Billing,275,4.58,0,0,0,1,1,74.67,0,Billing Dispute,Resolved
NW-20251105-0006892,931,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-05T04:54:25] Interaction NW-20251105-0006892 | Cust=C0000451 | Rep=REP00198 | Reason=Other: Number Portability (keeping your number if you change providers) | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Number Portability (keeping your number if you change providers). Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-05T04:54:25,C0000451,REP00198,Number Portability (keeping your number if you change providers),931,15.52,0,0,0,1,1,67,0,Other: Number Portability (keeping your number if you change providers),Pending-Monitor
NW-20251208-0000206,803,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-08T23:05:49] Interaction NW-20251208-0000206 | Cust=C0000451 | Rep=REP00069 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Enabled scam call protection / call filtering settings.; Explained number spoofing/scam call patterns.; Reviewed caller ID / call protection settings on line.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-08T23:05:49,C0000451,REP00069,Telemarketing (including do not call and spoofing),803,13.38,0,0,0,1,1,67,0,Number Spoofing,Pending-Monitor
NW-20260117-0011669,502,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-17T09:05:55] Interaction NW-20260117-0011669 | Cust=C0000451 | Rep=REP00213 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Collected timestamps + locations for pattern documentation.; Verified account status and line provisioning (SIM/eSIM).; Checked for known outages/maintenance impacting the customer area.; Guided device network refresh (restart/airplane mode).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-17T09:05:55,C0000451,REP00213,Availability (including rural call completion),502,8.37,0,0,0,1,1,67,0,Rural Call Completion,Pending-Monitor
NW-20251013-0011189,498,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-13T08:53:06] Interaction NW-20251013-0011189 | Cust=C0000452 | Rep=REP00154 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Reviewed bill line items and service charges.; Applied billing correction workflow where eligible.; Confirmed discount prerequisites (autopay/paperless).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-13T08:53:06,C0000452,REP00154,Billing,498,8.3,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251014-0001805,662,Resolved,0,1,0.4968,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-10-14T12:53:29] Interaction NW-20251014-0001805 | Cust=C0000452 | Rep=REP00077 | Reason=Coverage / Dropped Calls | Signals(tone=frustrated, friction=0.497). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Guided device network refresh (restart/airplane mode).; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Checked for known outages/maintenance impacting the customer area.; Verified account status and line provisioning (SIM/eSIM).. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-10-14T12:53:29,C0000452,REP00077,Interference (including signal jammers),662,11.03,0,0,0,1,1,70.64,0,Coverage / Dropped Calls,Resolved
NW-20260123-0002553,159,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-23T10:03:02] Interaction NW-20260123-0002553 | Cust=C0000452 | Rep=REP00241 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Checked promo eligibility and effective dates.; Explained proration/plan change timing if applicable.; Applied billing correction workflow where eligible.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-23T10:03:02,C0000452,REP00241,Billing,159,2.65,0,1,1,0,0,51,0,Billing Dispute,Pending-Monitor
NW-20260125-0007405,549,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-25T20:13:09] Interaction NW-20260125-0007405 | Cust=C0000452 | Rep=REP00130 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Applied billing correction workflow where eligible.; Confirmed discount prerequisites (autopay/paperless).; Reviewed bill line items and service charges.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-25T20:13:09,C0000452,REP00130,Billing,549,9.15,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251023-0013361,436,Escalated,1,0,0.3641,Created trouble ticket (NW-TKT-8384631); follow-up expected within 1-3 days; customer advised to restart device after updates.,"[2025-10-23T15:57:36] Interaction NW-20251023-0013361 | Cust=C0000453 | Rep=REP00231 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.364). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Outcome pending; trouble ticket opened for billing review and follow-up. Trouble ticket created: NW-TKT-8384631. Actions: Applied billing correction workflow where eligible.; Explained proration/plan change timing if applicable.; Reviewed bill line items and service charges.. Next: Created trouble ticket (NW-TKT-8384631); follow-up expected within 1-3 days; customer advised to restart device after updates.",2025-10-23T15:57:36,C0000453,REP00231,Billing,436,7.27,0,0,0,1,1,56.62,0,Billing Dispute,Ticket-Created
NW-20251202-0014991,546,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-02T13:24:50] Interaction NW-20251202-0014991 | Cust=C0000453 | Rep=REP00130 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Checked promo eligibility and effective dates.; Applied billing correction workflow where eligible.; Confirmed discount prerequisites (autopay/paperless).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-02T13:24:50,C0000453,REP00130,Billing,546,9.1,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251231-0008259,643,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-31T18:43:10] Interaction NW-20251231-0008259 | Cust=C0000453 | Rep=REP00192 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Checked promo eligibility and effective dates.; Confirmed discount prerequisites (autopay/paperless).; Applied billing correction workflow where eligible.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-31T18:43:10,C0000453,REP00192,Billing,643,10.72,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251019-0015584,497,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-19T09:28:26] Interaction NW-20251019-0015584 | Cust=C0000454 | Rep=REP00120 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Guided device network refresh (restart/airplane mode).; Collected timestamps + locations for pattern documentation.; Checked for known outages/maintenance impacting the customer area.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-19T09:28:26,C0000454,REP00120,Availability,497,8.28,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20251102-0013330,403,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-02T07:13:04] Interaction NW-20251102-0013330 | Cust=C0000454 | Rep=REP00234 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports number spoofing: others claim they received calls they did not place. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Reviewed caller ID / call protection settings on line.; Enabled scam call protection / call filtering settings.; Explained number spoofing/scam call patterns.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-02T07:13:04,C0000454,REP00234,Robocalls,403,6.72,0,0,0,1,1,67,0,Scam Calls,Pending-Monitor
NW-20251231-0003631,598,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-31T00:30:37] Interaction NW-20251231-0003631 | Cust=C0000454 | Rep=REP00166 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Enabled scam call protection / call filtering settings.; Advised blocking/reporting repeat offenders.; Explained number spoofing/scam call patterns.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-31T00:30:37,C0000454,REP00166,Robocalls,598,9.97,0,0,0,1,1,67,0,Scam Calls,Pending-Monitor
NW-20251216-0014648,540,Resolved,0,1,0.3692,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-12-16T22:01:47] Interaction NW-20251216-0014648 | Cust=C0000456 | Rep=REP00099 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.369). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Reviewed request and provided guidance.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-12-16T22:01:47,C0000456,REP00099,Equipment,540,9,0,0,0,1,1,76.39,0,Other: Equipment,Resolved
NW-20260103-0005119,542,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-03T10:29:17] Interaction NW-20260103-0005119 | Cust=C0000456 | Rep=REP00130 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Advised blocking/reporting repeat offenders.; Enabled scam call protection / call filtering settings.; Reviewed caller ID / call protection settings on line.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-03T10:29:17,C0000456,REP00130,Telemarketing (including do not call and spoofing),542,9.03,0,0,0,1,1,67,0,Number Spoofing,Pending-Monitor
NW-20251110-0012078,727,Resolved,0,1,0.203,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-11-10T06:52:32] Interaction NW-20251110-0012078 | Cust=C0000457 | Rep=REP00098 | Reason=Rural Call Completion | Signals(tone=calm, friction=0.203). Customer reports dropped calls and inconsistent signal in primary location. Resolved during interaction. Actions: Collected timestamps + locations for pattern documentation.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Created trouble ticket with documented reproduction details.; Checked for known outages/maintenance impacting the customer area.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-11-10T06:52:32,C0000457,REP00098,Availability (including rural call completion),727,12.12,0,0,0,1,1,83.86,0,Rural Call Completion,Resolved
NW-20251224-0013464,718,Escalated,1,0,0.4676,Trouble ticket created (NW-TKT-5362194); monitor 24-72h; customer advised to note any additional timestamps/locations.,"[2025-12-24T14:48:42] Interaction NW-20251224-0013464 | Cust=C0000457 | Rep=REP00032 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.468). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; trouble ticket opened for network review. Trouble ticket created: NW-TKT-5362194. Actions: Guided device network refresh (restart/airplane mode).; Collected timestamps + locations for pattern documentation.; Verified account status and line provisioning (SIM/eSIM).; Created trouble ticket with documented reproduction details.. Next: Trouble ticket created (NW-TKT-5362194); monitor 24-72h; customer advised to note any additional timestamps/locations.",2025-12-24T14:48:42,C0000457,REP00032,Availability,718,11.97,0,0,0,1,1,51.96,0,Coverage / Service Availability,Ticket-Created
NW-20260110-0008208,582,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-10T21:14:29] Interaction NW-20260110-0008208 | Cust=C0000457 | Rep=REP00139 | Reason=Number Spoofing | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Reviewed caller ID / call protection settings on line.; Explained number spoofing/scam call patterns.; Advised blocking/reporting repeat offenders.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-10T21:14:29,C0000457,REP00139,Telemarketing (including do not call and spoofing),582,9.7,0,0,0,1,1,67,0,Number Spoofing,Pending-Monitor
NW-20260205-0001724,319,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-02-05T12:21:01] Interaction NW-20260205-0001724 | Cust=C0000457 | Rep=REP00117 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports number spoofing: others claim they received calls they did not place. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Enabled scam call protection / call filtering settings.; Advised blocking/reporting repeat offenders.; Reviewed caller ID / call protection settings on line.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-02-05T12:21:01,C0000457,REP00117,Robocalls,319,5.32,0,0,0,1,1,67,0,Scam Calls,Pending-Monitor
NW-20251114-0006408,620,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-14T01:46:13] Interaction NW-20251114-0006408 | Cust=C0000458 | Rep=REP00206 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports scam calls and requests call-blocking guidance and prevention. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Enabled scam call protection / call filtering settings.; Reviewed caller ID / call protection settings on line.; Advised blocking/reporting repeat offenders.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-14T01:46:13,C0000458,REP00206,Robocalls,620,10.33,0,1,1,0,0,51,0,Scam Calls,Pending-Monitor
NW-20251120-0014384,382,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-20T20:08:56] Interaction NW-20251120-0014384 | Cust=C0000458 | Rep=REP00072 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Confirmed discount prerequisites (autopay/paperless).; Checked promo eligibility and effective dates.; Explained proration/plan change timing if applicable.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-20T20:08:56,C0000458,REP00072,Billing,382,6.37,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251104-0000902,492,Escalated,1,0,0.4521,Created trouble ticket (NW-TKT-5487402); follow-up expected within 1-3 days; customer advised to restart device after updates.,"[2025-11-04T07:58:43] Interaction NW-20251104-0000902 | Cust=C0000459 | Rep=REP00152 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.452). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Outcome pending; trouble ticket opened for billing review and follow-up. Trouble ticket created: NW-TKT-5487402. Actions: Explained proration/plan change timing if applicable.; Reviewed bill line items and service charges.; Confirmed discount prerequisites (autopay/paperless).. Next: Created trouble ticket (NW-TKT-5487402); follow-up expected within 1-3 days; customer advised to restart device after updates.",2025-11-04T07:58:43,C0000459,REP00152,Billing,492,8.2,0,0,0,1,1,52.66,0,Billing Dispute,Ticket-Created
NW-20251226-0007640,747,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-26T21:29:55] Interaction NW-20251226-0007640 | Cust=C0000459 | Rep=REP00033 | Reason=Scam Calls | Signals(tone=frustrated, friction=0.35). Customer reports number spoofing: others claim they received calls they did not place. Customer notes issue has been ongoing and is frustrating. Protections/settings applied; effectiveness to be monitored. Actions: Advised blocking/reporting repeat offenders.; Reviewed caller ID / call protection settings on line.; Enabled scam call protection / call filtering settings.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-26T21:29:55,C0000459,REP00033,Robocalls,747,12.45,0,1,1,0,0,51,0,Scam Calls,Pending-Monitor
NW-20251228-0002642,709,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-28T07:18:12] Interaction NW-20251228-0002642 | Cust=C0000459 | Rep=REP00003 | Reason=Unauthorized Charges | Signals(tone=frustrated, friction=0.35). Customer reports an unrecognized/unauthorized charge and requests dispute + account protection. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Recommended PIN/passcode update and account security checks.; Added account notes and prevention guidance.; Initiated dispute workflow for unrecognized charges.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-28T07:18:12,C0000459,REP00003,Cramming (unauthorized charges on your phone bill),709,11.82,0,0,1,1,0,61,0,Unauthorized Charges,Pending-Monitor
NW-20260126-0011576,120,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-01-26T17:21:51] Interaction NW-20260126-0011576 | Cust=C0000459 | Rep=REP00047 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Collected timestamps + locations for pattern documentation.; Checked for known outages/maintenance impacting the customer area.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Created trouble ticket with documented reproduction details.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-01-26T17:21:51,C0000459,REP00047,Availability (including rural call completion),120,2,0,0,0,1,1,67,0,Rural Call Completion,Pending-Monitor
NW-20260211-0011549,678,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2026-02-11T14:02:27] Interaction NW-20260211-0011549 | Cust=C0000460 | Rep=REP00099 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Applied billing correction workflow where eligible.; Checked promo eligibility and effective dates.; Explained proration/plan change timing if applicable.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2026-02-11T14:02:27,C0000460,REP00099,Billing,678,11.3,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251115-0013434,690,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-15T09:34:40] Interaction NW-20251115-0013434 | Cust=C0000461 | Rep=REP00147 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-15T09:34:40,C0000461,REP00147,Equipment,690,11.5,0,0,0,1,1,67,0,Other: Equipment,Pending-Monitor
NW-20251127-0016444,811,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-27T17:16:18] Interaction NW-20251127-0016444 | Cust=C0000461 | Rep=REP00133 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Created trouble ticket with documented reproduction details.; Checked for known outages/maintenance impacting the customer area.; Guided device network refresh (restart/airplane mode).; Collected timestamps + locations for pattern documentation.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-27T17:16:18,C0000461,REP00133,Availability,811,13.52,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20251109-0007689,545,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-09T21:32:03] Interaction NW-20251109-0007689 | Cust=C0000463 | Rep=REP00234 | Reason=Other: Equipment | Signals(tone=frustrated, friction=0.35). Customer requests help related to: Other: Equipment. Customer notes issue has been ongoing and is frustrating. Issue discussed; resolution not verified; customer advised to follow up if it persists. Actions: Reviewed request and provided guidance.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-09T21:32:03,C0000463,REP00234,Equipment,545,9.08,0,0,0,1,1,67,0,Other: Equipment,Pending-Monitor
NW-20251229-0000076,373,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-12-29T20:37:41] Interaction NW-20251229-0000076 | Cust=C0000463 | Rep=REP00240 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer reports service degradation: dropped calls, delayed texts, and slow data at home/work. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Guided device network refresh (restart/airplane mode).; Checked for known outages/maintenance impacting the customer area.; Created trouble ticket with documented reproduction details.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-12-29T20:37:41,C0000463,REP00240,Availability (including rural call completion),373,6.22,0,0,0,1,1,67,0,Rural Call Completion,Pending-Monitor
NW-20251101-0014977,479,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-11-01T10:03:47] Interaction NW-20251101-0014977 | Cust=C0000464 | Rep=REP00154 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.35). Customer questions a higher-than-expected bill and requests charge breakdown. Customer notes issue has been ongoing and is frustrating. Billing adjustment not confirmed final; customer advised to monitor next cycle/statement. Actions: Confirmed discount prerequisites (autopay/paperless).; Explained proration/plan change timing if applicable.; Applied billing correction workflow where eligible.. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-11-01T10:03:47,C0000464,REP00154,Billing,479,7.98,0,0,0,1,1,67,0,Billing Dispute,Pending-Monitor
NW-20251015-0003711,326,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-15T19:24:38] Interaction NW-20251015-0003711 | Cust=C0000465 | Rep=REP00210 | Reason=Rural Call Completion | Signals(tone=frustrated, friction=0.35). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Created trouble ticket with documented reproduction details.; Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Checked for known outages/maintenance impacting the customer area.; Verified account status and line provisioning (SIM/eSIM).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-15T19:24:38,C0000465,REP00210,Availability (including rural call completion),326,5.43,0,0,0,1,1,67,0,Rural Call Completion,Pending-Monitor
NW-20251025-0014478,237,,0,0,,Troubleshooting completed; customer advised to monitor and call back if issue persists.,"[2025-10-25T03:45:01] Interaction NW-20251025-0014478 | Cust=C0000465 | Rep=REP00106 | Reason=Coverage / Service Availability | Signals(tone=frustrated, friction=0.35). Customer reports calls failing to connect and texts intermittently not sending. Customer notes issue has been ongoing and is frustrating. Service not confirmed restored; troubleshooting completed; customer advised to monitor. Actions: Reviewed device settings impacting calling/messaging (VoLTE, Wi-Fi calling).; Verified account status and line provisioning (SIM/eSIM).; Collected timestamps + locations for pattern documentation.; Guided device network refresh (restart/airplane mode).. Next: Troubleshooting completed; customer advised to monitor and call back if issue persists.",2025-10-25T03:45:01,C0000465,REP00106,Availability,237,3.95,0,0,0,1,1,67,0,Coverage / Service Availability,Pending-Monitor
NW-20251210-0009380,712,Resolved,0,1,0.3916,Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.,"[2025-12-10T01:05:19] Interaction NW-20251210-0009380 | Cust=C0000465 | Rep=REP00236 | Reason=Billing Dispute | Signals(tone=frustrated, friction=0.392). Customer reports promo/discount not reflecting and wants billing corrected. Customer notes issue has been ongoing and is frustrating. Resolved during interaction. Actions: Checked promo eligibility and effective dates.; Explained proration/plan change timing if applicable.; Reviewed bill line items and service charges.. Next: Resolution confirmed; customer advised on timing (bill/promo/setting) and to monitor for recurrence.",2025-12-10T01:05:19,C0000465,REP00236,Billing,712,11.87,0,0,1,1,0,69.38,0,Billing Dispute,Resolved
